Timestamp,Frames Per Second,Frame Delivery Time (ms),Frame Queue Time (ms),Frame Latch Time (ms),Bandwidth Estimate (kbps),Bandwidth Utilization (kbps),Bandwidth Utilization (%),Round Trip Delay (ms),Jitter (us),Packets Received (total),Packets Lost (cumulative),Packets Dropped (cumulative)
38:18.0,7.3,144.3,3.9,121.5,105927,3376,3,6,273,1073872,575,673
38:26.1,7.6,146.1,30.3,87,108948,3218,1,6,263,1077052,575,673
38:31.6,12,196.6,4.4,80.8,168788,5261,6,22,512,1080869,575,673
38:39.3,11,200.6,10.1,82.7,77637,7262,3,6,464,1085368,575,674
38:47.1,9.7,207.3,15.8,85.3,106715,6226,2,7,270,1089881,575,674
38:54.8,58.7,230.4,15.5,0,82501,5609,4,6,305,1095195,575,674
39:02.6,4.5,177,11,207.7,92866,5722,5,6,535,1100744,575,674
39:10.4,7.9,165.3,18.7,114.5,127546,8798,2,6,290,1106367,617,719
39:18.2,6.1,152.8,3,162.6,109598,4390,2,6,294,1111769,617,719
39:34.0,58.4,230.9,4.1,14.1,93142,8755,3,6,265,1122659,636,738
39:49.7,8.4,181.4,7.2,115.9,78417,6698,4,7,325,1132995,636,738
40:06.2,37.8,218,7.2,15.8,123879,8878,3,5,535,1144602,636,738
40:14.3,15.7,201.2,3.6,61.3,117992,9365,2,7,245,1150500,636,738
40:22.3,13.6,221.5,11.7,56,187832,8307,13,37,1283,1156327,636,738
40:30.3,8.3,179,15.4,111.8,112512,9290,2,5,294,1161585,636,738
40:38.0,6.8,173,8.5,144.7,128072,7984,2,6,254,1167180,636,738
40:45.6,11.7,191.9,6.9,78.4,141389,6745,6,35,786,1173027,636,738
40:53.5,5.5,159,5.1,174.8,126256,4182,2,5,291,1178759,636,738
41:01.3,8.1,174,23.7,116.6,135198,8402,1,6,196,1184573,636,738
41:07.6,8,156,4.4,122.4,70574,3886,3,5,271,1187433,636,738
