Timestamp,Frames Per Second,Frame Delivery Time (ms),Frame Queue Time (ms),Frame Latch Time (ms),Bandwidth Estimate (kbps),Bandwidth Utilization (kbps),Bandwidth Utilization (%),Round Trip Delay (ms),Jitter (us),Packets Received (total),Packets Lost (cumulative),Packets Dropped (cumulative)
46:53.5,45.5,138.5,89.2,0,112475,41637,21,6,290,581684,115,131
46:54.9,44.9,135.3,87.8,0,128644,43542,18,6,235,587341,115,131
46:56.3,45.1,131.3,87.9,0,122409,44091,19,6,250,593093,115,131
46:57.6,48,109.4,79.8,0,107468,44015,22,6,230,598703,115,131
46:59.0,47.1,131.4,86.1,0,134131,42990,17,6,245,604448,115,131
47:00.4,46.6,125.8,85.2,0,106784,44199,21,5,262,609960,115,131
47:01.7,47.5,119.1,85.2,0,92941,43435,28,6,246,615687,115,131
47:03.1,45.8,123.4,86.6,0,102594,41949,21,5,242,621321,115,131
47:04.5,47.1,127.5,83.6,0,117812,39714,17,5,253,626959,115,131
47:05.7,46.5,39.6,8.3,0,95552,46187,27,6,377,631971,157,176
52:36.3,49.6,104.8,78.2,0,82939,37006,27,5,289,1140764,193,219
52:37.5,51.6,110.9,78.6,0,90836,47666,28,13,408,1146456,193,219
52:38.8,50.8,98.6,74.4,0,117151,49633,22,6,251,1152415,193,219
52:40.0,53.2,79.6,59.6,0,95181,27960,11,6,207,1157647,193,219
52:41.3,51.5,96,76.4,0,99479,16698,16,6,207,1159781,193,219
52:42.5,53,97.9,57,0,28245,16581,82,18,1507,1162118,193,219
52:43.7,53.1,98.1,66.9,0,66036,17735,47,13,1176,1164454,193,219
52:44.9,54.5,86.1,62.5,0,85513,22960,15,8,297,1166850,193,219
52:46.1,52.4,94.1,71.2,0,86685,17346,11,6,198,1169429,193,219
52:47.3,52.3,95.3,73.5,0,96806,23300,10,5,181,1171883,193,219
52:48.6,52.1,96.4,73.8,0,115914,19032,9,6,186,1174372,193,219
52:49.8,53.3,94.7,71.5,0,98043,27973,20,5,227,1177164,193,219
52:51.1,51.3,109.9,77.5,0,114083,29395,18,5,213,1180564,193,219
52:52.4,50.5,97.8,78.2,0,157678,21119,7,5,163,1183557,193,219
52:53.6,50.3,100.3,78.6,0,86940,17278,12,5,170,1185905,193,219
52:54.9,51.1,92.3,71.6,0,131587,13408,5,6,153,1187840,193,219
52:56.1,52.1,87.5,65.8,0,90842,17150,13,5,234,1190035,193,219
52:57.4,51.6,91.3,71,0,68754,23439,45,5,351,1192723,193,219
52:58.6,51.1,95.4,74.5,0,109250,16782,7,5,167,1194997,193,219
52:59.8,51,91.6,71.5,0,113652,12168,5,5,141,1197069,193,219
53:01.1,51.9,88.6,65.4,0,53149,17596,20,6,161,1198942,193,219
53:02.3,52.2,95.7,73.8,0,93749,14126,9,5,179,1200829,193,219
53:03.6,51.6,86.3,62,0,50192,19576,25,5,282,1203160,193,219
53:04.8,51.4,89,67.8,0,105477,17189,7,5,205,1205427,193,219
53:06.0,51.7,95.6,73.7,0,118961,21679,10,5,136,1207738,193,219
53:07.3,52.1,90.3,67.7,0,91208,24685,14,6,204,1210703,193,219
53:08.5,51.8,95.6,74.1,0,73581,16648,15,5,200,1213043,193,219
53:09.7,51.6,97.8,75.2,0,85501,20148,15,5,207,1215641,193,219
53:11.0,51.9,89.7,68.2,0,123542,18617,7,6,177,1218476,193,219
53:12.2,53.6,83.2,62.2,0,105874,13453,5,5,137,1220786,193,219
53:13.4,51.6,92.6,70.8,0,114656,20743,13,6,195,1223311,193,219
53:14.6,52.8,81.1,60.1,0,115677,14859,9,5,174,1225681,193,219
53:15.8,51.2,95,74.6,0,132496,13471,5,5,169,1228009,193,219
53:17.0,54,92.6,71.6,0,105132,20900,12,6,176,1230305,193,219
53:18.2,53.5,104.3,61.2,0,21529,21803,80,12,1398,1233307,193,219
53:19.5,51.9,102,54.4,0,21697,17170,88,19,1548,1235489,193,219
53:20.7,52.5,95.5,68.3,0,95326,16702,11,12,765,1237521,193,220
53:21.9,51.7,95.4,72,0,63530,21194,20,7,232,1240063,193,220
53:23.1,52.2,97.5,74.9,0,109070,21406,12,5,242,1242592,193,220
53:24.1,54,87.1,52.4,0,74372,34008,24,8,341,1245994,242,273
53:25.3,51.4,93.3,72.3,0,72270,21402,14,5,245,1248693,242,273
53:26.5,52.7,93.9,73.3,0,87348,19453,12,5,192,1251343,242,273
53:27.8,52.4,95.6,75.3,0,85688,16285,12,6,242,1253547,242,273
53:29.0,62.7,98.1,77.1,0,102599,18286,26,5,294,1256033,242,273
53:30.3,52.1,98,76.8,0,95939,14614,12,5,158,1258091,242,273
53:31.5,53.5,93.1,70.1,0,99050,20606,12,5,186,1260827,242,273
53:32.7,53.3,93,70.8,0,100905,21476,14,6,255,1263405,242,273
53:33.9,51.4,96.7,75,0,80051,17620,16,6,193,1265790,242,273
53:35.1,52.7,97.2,74.8,0,79672,17613,14,5,223,1268063,242,273
53:36.4,51.9,95.3,74.4,0,58757,13047,14,5,171,1270116,242,273
53:37.6,51.6,97.4,76.5,0,65327,12968,18,5,277,1271934,242,273
53:38.8,52.1,97.6,73.9,0,64511,13508,15,5,242,1273659,242,273
53:40.1,51.4,97.3,75.2,0,79582,15251,12,6,315,1275478,242,273
53:41.3,51.9,98.2,76.6,0,78276,13869,9,5,197,1277623,242,273
53:42.6,51.9,97.6,75.7,0,88553,15753,11,5,201,1279610,242,273
53:43.8,51.5,96.5,76.2,0,46384,13790,26,5,443,1281441,242,273
53:45.0,52.1,104,52.9,0,26545,12300,74,22,1991,1282963,242,273
53:46.2,52.4,102.4,70,0,56924,16133,45,14,1353,1284894,242,273
53:47.5,51.3,96.8,75.9,0,83400,13542,8,7,268,1286820,242,273
53:48.7,52.1,95.3,73.5,0,89771,17207,10,5,212,1288747,242,273
53:49.9,53.1,93.3,70.6,0,72814,13299,12,6,262,1290633,242,273
53:51.1,52.5,94.8,73,0,86707,18295,17,6,248,1292607,242,273
53:52.3,52.3,93,72.6,0,104308,16814,8,5,152,1294816,242,273
53:53.5,52.5,94.5,72.7,0,98042,15085,8,5,166,1296965,242,273
53:54.8,53,95,72.5,0,87851,18946,10,6,227,1299178,242,273
53:56.0,52.4,93.6,73.1,0,98143,16273,8,6,180,1301526,242,273
53:57.2,53.1,90.4,67.7,0,108495,17568,10,5,190,1303838,242,273
53:58.4,52.2,91.3,67.7,0,62177,16026,22,5,279,1305826,242,273
53:59.6,52.2,95.2,73.6,0,67077,13497,11,6,194,1307831,242,273
54:00.9,53.6,88.2,65.9,0,70770,17365,20,6,199,1309753,242,273
54:02.1,53,86.6,66.3,0,94470,12194,16,6,239,1311691,242,273
54:03.3,51.9,89.5,66.6,0,58303,12002,11,5,268,1313542,242,274
54:04.5,51.9,93.7,72.2,0,52073,18281,20,5,203,1315457,242,274
