Timestamp,Frames Per Second,Frame Delivery Time (ms),Frame Queue Time (ms),Frame Latch Time (ms),Bandwidth Estimate (kbps),Bandwidth Utilization (kbps),Bandwidth Utilization (%),Round Trip Delay (ms),Jitter (us),Packets Received (total),Packets Lost (cumulative),Packets Dropped (cumulative)
07:09.1,54.7,109.7,73.4,0,59678,7413,13,5,1232,660661,369,428
07:10.3,53.5,103.9,74.5,0,56986,7309,9,4,648,661736,369,428
07:11.6,53.2,90.7,68.2,0,47097,6531,59,5,740,662776,369,428
07:12.8,54.6,109.7,26.1,0,13759,9461,78,4,1733,663898,369,429
07:14.0,54.3,138.8,73.6,0,76627,7678,93,5,1642,664971,369,429
07:15.1,55,110.4,73.1,0,56673,7296,16,4,1213,666010,369,429
07:16.3,54.2,93.2,71.4,0,96926,7420,11,15,681,667081,369,429
07:17.5,52.8,91.3,69,0,101812,7244,6,5,517,668157,369,429
07:18.7,94.7,103.5,9.6,0,8512,5650,100,5,1600,669214,369,429
07:19.9,53.2,114.4,73,0,73403,8313,15,15,1184,670364,369,429
07:21.1,55.6,111.2,66.8,0,72652,8047,28,5,1328,671433,369,429
07:22.2,55.5,117.3,69.3,0,59137,7236,66,28,2744,672504,369,429
07:23.4,56.3,91.7,48.5,0,24212,6472,58,14,1924,673510,369,429
07:24.5,56.1,90.7,40.2,0,53607,6420,92,28,2758,674511,369,429
07:25.7,56.4,105,8.7,0,5408,5262,100,35,1673,675566,369,429
07:26.9,56,109,69.9,0,58670,8412,22,18,1367,676683,369,429
07:28.0,54.4,118.5,60.3,0,58947,7968,47,5,1492,677735,369,429
07:29.7,54.8,97.9,29.4,0,9165,6364,100,5,1323,678777,369,430
07:30.9,54.6,107.3,72.1,0,88796,10697,17,5,986,680189,369,430
07:32.0,54.6,118.9,69.3,0,77079,10118,34,5,1268,681497,369,430
07:33.2,55,102.2,73.5,0,85607,9690,9,5,753,682808,369,430
07:34.4,54.3,93.3,72.9,0,100813,9528,7,5,595,684129,369,430
07:35.6,53.6,89.3,47.5,0,31545,8867,92,5,769,685431,369,430
07:36.8,53.9,98.4,22,0,6943,10721,84,5,1526,686798,369,430
07:38.0,53.4,95,46.3,0,32992,12739,69,5,1266,688131,369,430
07:39.3,64.5,79.1,39.2,0,95354,6136,10,5,1074,689295,369,430
07:40.3,29.1,39.5,3,29.4,102751,7996,7,5,941,690389,369,430
07:41.2,35.7,52,9.5,9.2,61227,9879,22,5,1068,691448,369,430
07:42.2,31.4,45.6,3.3,29.1,72494,8871,18,5,1071,692651,374,440
07:43.1,36,40.2,2.8,24.1,17816,11590,65,8,1660,693743,374,440
07:44.9,57,51.4,16.4,0,40142,10904,27,5,1227,695877,374,440
07:45.8,50.9,89.2,7.8,2.1,7278,10761,88,5,1474,696967,374,440
07:46.7,81.5,129.5,3.5,8,4853,6754,100,5,1379,697991,374,440
07:47.7,96.2,91.2,3.8,8,8395,7684,100,6,1658,699024,400,472
07:48.6,14.2,46.7,2.7,66.8,63511,6836,51,5,1168,700007,400,472
07:49.7,52.7,96.6,17.9,0,7485,7502,100,5,1544,701136,400,472
07:50.9,53.8,119.7,74.1,0,70000,9623,21,5,1196,702363,400,472
07:52.1,52.8,117.8,74.8,0,105790,8740,13,4,1171,703614,400,472
07:53.3,53.7,104.3,74.8,0,115111,8264,5,5,707,704808,400,472
07:54.5,54.2,101.1,64.1,0,11114,8412,56,8,822,705990,400,472
07:55.7,103.5,103.6,21.3,0,12429,5219,100,4,1519,707131,400,472
07:56.9,51.6,129.5,76.5,0,79731,11562,18,5,945,708656,400,472
07:58.1,53.4,112.5,66.6,0,27018,9397,80,4,1963,710054,400,472
07:59.3,51.7,119.9,66.3,0,45312,7990,100,20,2569,711355,400,472
08:00.6,53.4,111.9,53.7,0,48595,6816,63,22,2942,712557,400,472
08:01.9,53.4,108.4,72.5,0,116951,8427,17,17,1570,713964,405,477
08:03.1,53.4,115.3,73.7,0,40826,9838,38,4,1252,715327,405,477
08:05.4,53.1,86.5,47.9,0,43526,10423,17,5,564,716667,405,477
08:10.0,28,60.8,36.3,17.2,93926,5785,4,5,1197,717876,405,477
08:11.1,51.9,169.1,77.4,0,32375,10766,54,5,1534,719195,405,477
08:12.3,53.9,106.5,74.2,0,65780,10106,13,6,848,720600,405,477
08:13.5,54.2,95.3,72.7,0,57180,9985,14,5,577,722008,405,477
08:14.6,53.8,72.3,46.5,0,15005,12024,100,5,789,723427,405,477
08:15.8,64.7,99.2,7.5,0,5251,11843,100,5,1537,724842,405,477
08:17.0,54.2,120.6,65.2,0,95717,10813,58,14,2311,726190,423,499
08:18.1,56.4,127.5,68.9,0,18294,10176,75,26,2587,727538,423,499
08:19.3,53.8,104.9,53.7,0,24743,9162,100,15,2588,728840,423,499
08:24.8,56.7,116,27.7,0,2461,7609,100,4,1847,730749,432,510
08:25.9,56.7,113.1,69.8,0,73150,5932,17,5,1689,731597,432,510
08:27.9,57.7,123.5,69.4,0,36707,5845,22,5,1662,732389,432,510
08:29.1,57,106.5,64.9,0,71888,5803,28,6,1681,733274,432,510
