Timestamp,Frames Per Second,Frame Delivery Time (ms),Frame Queue Time (ms),Frame Latch Time (ms),Bandwidth Estimate (kbps),Bandwidth Utilization (kbps),Bandwidth Utilization (%),Round Trip Delay (ms),Jitter (us),Packets Received (total),Packets Lost (cumulative),Packets Dropped (cumulative)
35:42.4,170.1,61.9,7.9,0,0,14772,0,0,1499,1114,0,0
35:43.4,54.5,60.4,37.8,0,43106,3789,75,0,2567,1829,0,0
35:44.4,67.8,71,54.3,0,125762,18978,8,13,198,3584,0,0
35:45.5,65.1,72.4,52.6,0,97722,21063,16,5,239,5911,0,0
35:46.5,65.2,73.5,52.9,0,138223,26087,11,5,146,8518,0,0
35:47.6,55.9,73.1,52.6,0,91201,20883,21,5,227,11017,0,0
35:48.6,63,79.1,58.8,0,113268,19350,9,6,180,13251,0,0
35:49.7,63.2,78,53.8,0,78898,22796,20,5,216,15633,0,0
35:50.8,57.5,83.9,61.5,0,120609,23301,14,6,187,18272,0,0
35:51.9,63.6,76.3,55.2,0,122091,23963,10,5,138,21094,0,0
35:53.0,63.7,77,56.5,0,84757,23114,16,6,248,23828,0,0
35:54.1,57.5,78.1,58.3,0,89431,19936,14,6,204,26080,0,0
35:55.2,64.1,79.8,56.5,0,99928,23972,18,5,203,28396,0,0
35:56.3,62.9,77.3,57.3,0,104954,17500,7,5,155,30608,0,0
35:57.4,68.6,68.5,47.6,0,99504,24278,14,5,166,33217,0,0
35:58.4,56,72.8,51.7,0,92230,22602,12,5,169,35873,0,0
35:59.5,55.7,87.4,66.9,0,143720,16142,9,5,188,37926,0,0
36:00.7,60.5,78.3,57.9,0,82290,12667,12,5,202,39586,0,0
36:01.9,41.5,49.2,3.1,16.7,17525,2300,52,19,4132,40332,0,0
36:02.8,54.1,107.8,53.5,0,20152,15882,100,22,1577,41942,0,1
36:04.0,53.8,90.3,61.9,0,100051,13125,19,13,1174,43755,0,1
36:05.2,55.2,90.3,67.5,0,89683,19743,13,5,246,45832,0,1
36:06.4,52.4,92.7,69.8,0,88247,13902,8,5,240,48049,0,1
36:07.6,56.1,88.8,65.4,0,107413,28317,14,5,217,50912,0,1
36:08.7,54.1,90.9,67.2,0,104123,24530,12,6,287,54021,0,1
36:09.9,54.7,90.7,69.2,0,87427,21419,17,4,222,56267,0,1
36:11.1,53.5,93,70.4,0,110554,18869,9,5,151,58539,0,1
36:12.3,52.6,93.7,72.7,0,129886,13319,4,5,135,60312,0,1
36:13.5,53.6,92.8,69.5,0,94481,18497,12,5,189,62341,0,1
36:14.7,53,94.1,70.2,0,124578,14475,9,6,283,64337,0,1
36:15.9,54.2,94.8,68.6,0,94297,15024,10,6,260,66315,0,1
36:17.1,52.7,93,67,0,96126,12683,9,9,286,68087,0,1
36:18.3,53.2,89.9,66.8,0,140544,12604,6,10,223,69723,0,1
36:19.5,53.6,93.5,66.8,0,89891,12604,14,12,273,71401,0,1
36:20.7,54,92,69,0,104695,14981,7,8,198,73281,0,1
36:21.9,52.8,92.6,71.3,0,113916,12677,6,5,116,75054,0,1
36:23.2,52.8,93.9,67.9,0,101502,12614,6,5,150,76789,0,1
36:25.1,34.3,42.1,2.5,26.1,81132,5464,4,5,159,78726,0,1
36:25.9,95.2,42.1,2.3,7.6,71938,4422,4,5,201,79293,0,1
36:27.6,32,45.2,2.8,27.8,44793,5022,10,5,290,80566,0,1
36:28.4,87.3,46.1,2.7,8.1,56471,4663,5,5,236,81184,0,1
36:30.1,33.3,44.9,2.2,26.2,92094,7362,6,4,241,82452,0,1
36:31.0,121.1,46.4,2.5,6,84538,6447,8,5,254,83140,0,1
36:32.8,29.4,46.8,2.2,31.5,168749,20713,7,4,160,85327,0,1
36:33.6,86.8,48.4,2.2,9.1,118670,33769,16,5,214,87763,0,1
36:35.3,40.8,54.3,2.7,21.4,120292,39987,21,5,220,94233,0,1
36:36.2,96.1,47,3,7.7,123011,15149,4,5,164,96378,0,1
36:37.0,132.8,42.8,2.7,4,24607,540,6,4,347,96723,0,1
36:37.8,28.5,38.3,2.6,32.3,107683,9742,9,4,264,97433,0,1
36:39.5,32.9,50.9,2.6,27.5,139426,37709,15,5,268,102630,0,1
36:40.3,73.8,48.2,2.7,11,113966,44652,22,5,235,106026,0,1
