Timestamp,Frames Per Second,Frame Delivery Time (ms),Frame Queue Time (ms),Frame Latch Time (ms),Bandwidth Estimate (kbps),Bandwidth Utilization (kbps),Bandwidth Utilization (%),Round Trip Delay (ms),Jitter (us),Packets Received (total),Packets Lost (cumulative),Packets Dropped (cumulative)
15:47:40.423,65.7,4295016.5,3.0,12.0,72323,41688,29,19,272,8561584,4450,6771
15:47:41.425,55.3,4295018.5,3.5,14.1,64556,43432,39,18,293,8566196,4450,6771
15:47:42.414,56.9,4295013.0,3.5,13.8,80726,33128,22,19,234,8569745,4450,6771
15:47:43.381,67.5,4295020.5,3.6,11.6,72328,62710,47,19,340,8575481,4450,6771
15:47:44.351,62.9,4295020.5,3.6,12.2,74186,60507,47,19,308,8580834,4450,6771
15:47:45.314,72.0,4295020.5,3.9,10.4,80934,63337,44,19,334,8586846,4450,6771
15:47:46.269,59.1,4295016.5,2.7,13.6,70577,60585,46,19,317,8592520,4450,6771
15:47:47.198,55.8,4295017.5,2.9,14.5,76294,50667,36,19,298,8597410,4450,6771
15:47:48.144,59.2,4295016.5,3.0,13.5,88132,57228,32,20,281,8602824,4450,6771
15:47:49.118,60.2,4295015.5,3.4,0.0,97190,45801,24,18,246,8607937,4450,6771
15:47:50.108,65.4,4295015.5,3.3,11.8,72290,51208,35,19,285,8612104,4450,6771
15:47:51.096,57.0,4295019.5,2.8,14.3,81655,59539,40,19,296,8617281,4450,6773
15:47:52.137,60.9,4295020.5,3.4,13.0,82789,60829,39,19,313,8622975,4450,6773
15:47:53.158,62.7,4295017.5,3.8,12.6,81861,46661,29,19,257,8627763,4450,6773
15:47:54.160,69.1,4295017.5,3.4,10.6,68144,42201,32,19,247,8631909,4450,6773
15:47:55.176,67.0,4295019.0,3.0,11.6,81496,38121,27,18,310,8635554,4450,6773
15:47:56.199,43.7,4295023.5,3.6,13.3,43114,36339,57,19,454,8639672,4450,6773
15:47:57.188,72.2,4295017.0,3.2,10.4,80471,30482,20,19,236,8642826,4450,6773
15:47:58.191,78.0,4295016.5,3.1,9.3,76130,29989,25,19,247,8645863,4450,6773
