Timestamp,Frames Per Second,Frame Delivery Time (ms),Frame Queue Time (ms),Frame Latch Time (ms),Bandwidth Estimate (kbps),Bandwidth Utilization (kbps),Bandwidth Utilization (%),Round Trip Delay (ms),Jitter (us),Packets Received (total),Packets Lost (cumulative),Packets Dropped (cumulative)
44:36.2,39.3,29.7,3.3,22.7,69089,18854,15,6,234,1650837,954,1148
44:37.8,45.3,35.3,3,19.3,74282,24626,24,5,216,1654641,954,1150
44:39.3,38.8,29.8,2.7,23.3,97641,36381,19,5,181,1659579,954,1150
44:40.7,42.4,36.2,3,19.7,90188,46221,31,7,322,1665061,954,1150
44:42.0,42.5,35.4,3,21.1,95643,40220,27,6,246,1670842,978,1176
44:43.3,39.9,39.8,2.7,21.4,82314,27419,22,6,260,1675993,978,1176
44:44.6,28.8,29.6,2.6,32.3,107332,25785,17,7,207,1681038,978,1176
44:46.1,26.8,48.1,2.8,33.6,101496,38332,21,6,241,1686567,978,1176
44:47.5,42.5,34.7,2.9,21,110406,45514,23,6,207,1692082,978,1176
44:48.8,47.6,33,3.2,18.3,104848,46870,23,6,247,1697814,978,1176
44:51.5,52.6,40,3.2,15.9,51511,37563,41,7,372,1708358,978,1176
44:53.0,39.8,31,2.4,22.6,123895,40818,20,6,230,1714373,978,1176
44:54.5,44.3,33.6,2.8,20,111877,44264,20,6,204,1720383,978,1176
44:56.0,105.2,39.3,3.2,5.8,93376,40554,32,6,266,1726352,978,1176
44:57.6,49.9,31.1,2.8,17.5,124423,42646,17,6,233,1732351,978,1176
44:59.1,40.8,31.2,3,21.5,109971,37682,19,6,254,1738342,978,1176
45:00.6,48.7,43.9,2.4,18,79324,34205,42,20,1021,1743621,978,1176
45:02.1,71,53.3,4.1,3.2,62717,17620,66,17,1919,1747331,978,1176
45:03.5,44.6,28.7,2.4,20,81863,18249,12,18,505,1749998,978,1176
45:05.1,64.6,42.3,2.6,8.5,62546,26080,26,5,234,1753385,978,1176
45:06.5,42.3,32.1,2.2,19.9,113435,34498,18,7,175,1757926,978,1176
45:08.1,43.4,31.1,2.8,20.5,129077,36494,15,6,246,1763470,978,1176
45:09.6,48.8,32.7,2.9,18.1,112357,39897,19,6,216,1769444,978,1176
45:11.0,56.1,33.6,3,14.5,119893,46206,19,6,211,1775418,978,1176
45:12.4,86.9,43.8,3.3,7.7,113330,42340,19,6,283,1781171,978,1176
45:13.8,58.6,47.4,3.3,14.6,68310,41441,39,6,259,1786877,978,1176
45:15.3,42,31.9,3,21.2,127842,42043,19,6,192,1792833,978,1176
45:16.8,44.3,31.9,4.1,19.3,111186,37363,18,6,196,1798776,978,1176
45:18.2,32.9,31.2,2.3,27.8,127860,37607,17,5,175,1804379,1021,1223
45:19.7,31.5,31.8,2.6,28.7,133538,35876,14,6,185,1809963,1021,1223
45:21.2,43.8,32.4,2.2,20.3,114986,42060,21,6,189,1815677,1021,1223
45:22.6,37.4,29.5,2.9,24.2,122713,39033,16,6,193,1821645,1021,1223
45:24.3,37.5,31.5,2.7,23.2,117616,36562,15,6,212,1827625,1021,1223
45:25.8,35.5,32.9,2.3,25.1,91006,40126,25,6,221,1833592,1021,1223
45:27.3,44.3,33.5,3,19.8,111603,36228,18,6,209,1839527,1021,1224
45:28.8,50.7,32.6,2.4,17.3,103402,37904,19,6,237,1845400,1021,1224
45:30.4,36.3,31.5,3.1,24.9,80367,19997,23,5,231,1850912,1067,1274
45:31.9,50,29.9,2.7,17.4,118186,22042,18,6,213,1856380,1067,1274
45:33.3,34.1,30.9,2.5,26.8,104279,20659,19,5,202,1861852,1067,1274
45:34.7,95.6,40.7,2.7,7.8,99831,43415,23,5,280,1867188,1067,1274
45:36.0,38.4,29.9,3,23.6,104891,46291,24,5,269,1872527,1067,1274
45:37.3,43.5,31.5,2.8,20.4,113717,41901,22,6,255,1878126,1067,1274
45:38.7,45.3,31.7,2.6,19.5,120711,44283,21,6,227,1884130,1067,1274
45:40.0,44.3,32.2,2.5,19.8,88153,45938,27,6,267,1890138,1067,1274
45:41.5,52.4,32.8,2.7,16.4,104203,39894,21,6,212,1896098,1067,1275
45:42.9,50.4,34.4,3,17.2,117507,42947,23,6,221,1902112,1067,1275
45:44.3,57.2,34.5,3.1,15,98611,45763,24,6,234,1907872,1067,1275
45:45.5,27.2,50.8,2.9,33.3,127876,36407,14,5,204,1912417,1067,1275
45:46.9,41.3,32.6,2.5,21.2,104029,42571,21,5,200,1917840,1067,1275
45:48.4,39.4,30,2.9,22.8,154659,40312,14,6,178,1923548,1067,1275
45:49.9,33.3,28.4,2.3,27.5,120346,38459,15,6,215,1929558,1067,1275
45:51.4,49.9,35.3,2.2,17.4,82096,39900,31,6,253,1935470,1067,1275
45:52.8,204.6,80.8,3.6,1.7,30285,36574,100,15,1125,1941352,1067,1275
45:54.1,31.8,65,2.7,28.4,53359,31940,61,19,1099,1945201,1067,1275
45:55.3,54.6,45.6,2.7,15.9,105102,16887,16,9,623,1948361,1089,1299
45:56.7,54.1,30.5,2.7,16,131044,21005,13,5,219,1951968,1089,1299
45:58.0,60.6,29.2,2.7,13.8,108012,24074,15,5,213,1955856,1089,1299
45:59.4,46,29.5,3.1,19.3,115077,32133,14,5,229,1959815,1089,1299
46:00.7,44.9,33,2.8,19.6,103106,37143,19,5,212,1963914,1089,1299
46:02.1,64.3,34.9,3,12.9,113330,42886,21,5,244,1969387,1089,1299
46:03.5,52.6,34.9,3.2,16.4,119628,48456,21,6,183,1975361,1089,1299
46:04.7,25.4,46.9,3,36.4,133742,42156,17,6,164,1980531,1089,1299
46:06.0,51,32.2,2.3,16.6,121210,44720,19,6,250,1985703,1089,1299
46:07.5,45.8,31.6,2.9,19.2,101792,39980,21,6,197,1991658,1089,1299
46:08.9,36.7,30.8,2.1,24.5,95508,40704,24,5,255,1997656,1089,1299
46:10.4,36.2,31.1,2.7,25.2,105212,40221,20,5,209,2003654,1089,1299
46:11.9,50,34.2,3.2,17,95493,44046,27,6,594,2009601,1089,1299
